portal_id	phylum	subphylum	class	order	family
Aaoar1	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Dacampiaceae
Acema1	Ascomycota	Pezizomycotina	Leotiomycetes	Helotiales	Vibrisseaceae
Achstr1	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariales	Chaetomiaceae
Aciaci1	Ascomycota	Pezizomycotina	Pezizomycetes	Pezizales	Amplistromataceae
AcreTS7_1	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Incertae sedis
Acrmed1	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Morosphaeriaceae
Acrvag1	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Morosphaeriaceae
Alikh1	Ascomycota	Pezizomycotina	Dothideomycetes	Jahnulales	Aliquandostipitaceae
Altalt1	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Pleosporaceae
Altro1	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Pleosporaceae
Altsp012_1	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Pleosporaceae
Altsp017_1	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Pleosporaceae
Amnli1	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Amniculicolaceae
Ampqui1	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Leptosphaeriaceae
Amyenc1	Ascomycota	Pezizomycotina	Leotiomycetes	Incertae sedis	Incertae sedis
Ant016_1	Ascomycota	Pezizomycotina	Leotiomycetes	Thelebolales	Thelebolaceae
Antav1	Ascomycota	Pezizomycotina	Sordariomycetes	Xylariales	Diatrypaceae
Apibac1	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariales	Lasiosphaeriaceae
Aplpr1	Ascomycota	Pezizomycotina	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae
Apope1	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariales	Lasiosphaeriaceae
Aqupat1	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Morosphaeriaceae
Artesp1	Ascomycota	Pezizomycotina	Sordariomycetes	Incertae sedis	Apiosporaceae
Artfe1_2	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Saccharomycopsidaceae
Ascni1	Ascomycota	Pezizomycotina	Pezizomycetes	Pezizales	Ascodesmidaceae
Aulhe2	Ascomycota	Pezizomycotina	Dothideomycetes	Microthyriales	Aulographaceae
Bimnz1	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Montagnulaceae
Bissp1	Ascomycota	Pezizomycotina	Leotiomycetes	Helotiales	Helotiaceae
Boeex1	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Didymellaceae
Bombar1	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariales	Lasiosphaeriaceae
Bombom1	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariales	Lasiosphaeriaceae
Botmuc1	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Trigonopsidaceae
Brefa1	Ascomycota	Pezizomycotina	Sordariomycetes	Microascales	Ceratocystidaceae
Bulin1	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiales	Bulgariaceae
Bysci1	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Massarinaceae
Cadosp1	Ascomycota	Pezizomycotina	Leotiomycetes	Helotiales	Incertae sedis
Cadsp1	Ascomycota	Pezizomycotina	Leotiomycetes	Helotiales	Incertae sedis
Calful1	Ascomycota	Pezizomycotina	Pezizomycetes	Pezizales	Caloscyphaceae
Calmar1	Ascomycota	Pezizomycotina	Leotiomycetes	Helotiales	Hyaloscyphaceae
Capfu1	Ascomycota	Pezizomycotina	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae
Cepal1_1	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Cephaloascaceae
Cepfr1_1	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Cephaloascaceae
Cercau1	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariales	Lasiosphaeriaceae
Cernew1	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariales	Lasiosphaeriaceae
Cersc1	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariales	Lasiosphaeriaceae
Cha1176438	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariales	Chaetomiaceae
Chafi1	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariales	Chaetomiaceae
Chafu1	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariales	Chaetomiaceae
Chagl1	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariales	Chaetomiaceae
Chahya1	Ascomycota	Pezizomycotina	Leotiomycetes	Helotiales	Incertae sedis
Chame1	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariales	Chaetomiaceae
ClaNC0930_1	Ascomycota	Pezizomycotina	Eurotiomycetes	Phaeomoniellales	Incertae sedis
Clael1	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Diademaceae
Claher1	Ascomycota	Pezizomycotina	Dothideomycetes	Capnodiales	Cladosporiaceae
Cloaq1	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Lindgomycetaceae
Cloro1	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Bionectriaceae
Cocba1	Ascomycota	Pezizomycotina	Dothideomycetes	Capnodiales	Coccodiniaceae
Cocst1	Ascomycota	Pezizomycotina	Leotiomycetes	Rhytismatales	Rhytismataceae
CodFL1790_1	Ascomycota	Pezizomycotina	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae
ConPMI546	Ascomycota	Pezizomycotina	Sordariomycetes	Coniochaetales	Coniochaetaceae
Corca1	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Corynesporascaceae
Corma2	Ascomycota	Pezizomycotina	Sordariomycetes	Microascales	Halosphaeriaceae
Cornip1	Ascomycota	Pezizomycotina	Sordariomycetes	Boliniales	Boliniaceae
Crypto1	Ascomycota	Pezizomycotina	Sordariomycetes	Diaporthales	Cryphonectriaceae
Cucbe1	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Cucurbitariaceae
Curina1	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Pleosporaceae
Currey1	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Teichosporaceae
Cylol1	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Nectriaceae
Daces1	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Nectriaceae
Dachal1	Ascomycota	Pezizomycotina	Lecanoromycetes	Lecanorales	Dactylosporaceae
Dacma1	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Nectriaceae
Daral1	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Lentitheciaceae
Daralp1	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Lentitheciaceae
Darbet1	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Lentitheciaceae
Darga1	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Lentitheciaceae
Darpic1	Ascomycota	Pezizomycotina	Leotiomycetes	Helotiales	Phacidiaceae
Decga1	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Incertae sedis
DelFL0756_1	Ascomycota	Pezizomycotina	Dothideomycetes	Venturiales	Incertae sedis
Delco1	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Delitschiaceae
Delst1	Ascomycota	Pezizomycotina	Dothideomycetes	Dothideales	Dothioraceae
Denna1	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Torulaceae
DiaLGMF1633_1	Ascomycota	Pezizomycotina	Sordariomycetes	Diaporthales	Diaporthaceae
DiaPMI573_1	Ascomycota	Pezizomycotina	Sordariomycetes	Diaporthales	Diaporthaceae
Diadis1	Ascomycota	Pezizomycotina	Sordariomycetes	Xylariales	Diatrypaceae
Diainc1	Ascomycota	Pezizomycotina	Sordariomycetes	Diaporthales	Diaporthaceae
Diavoc1	Ascomycota	Pezizomycotina	Sordariomycetes	Diaporthales	Diaporthaceae
Didex1	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Didymellaceae
Didsa1	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Zopfiaceae
Disac1	Ascomycota	Pezizomycotina	Dothideomycetes	Capnodiales	Dissoconiaceae
Disven1	Ascomycota	Pezizomycotina	Pezizomycetes	Pezizales	Morchellaceae
Dotsy1	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Dothidotthiaceae
Elsamp1	Ascomycota	Pezizomycotina	Dothideomycetes	Myriangiales	Elsinoaceae
Ememar1	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Incertae sedis
Epini1	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Didymellaceae
Erebi1	Ascomycota	Pezizomycotina	Dothideomycetes	Incertae sedis	Eremomycetaceae
Fenfe1	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Cucurbitariaceae
Fitcyp1	Ascomycota	Pezizomycotina	Lecanoromycetes	Ostropales	Stictidaceae
Flaful1	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Incertae sedis
Fusco1	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Nectriaceae
Fuseq1	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Nectriaceae
Fusoxy1	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Nectriaceae
Fusoxys1	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Nectriaceae
Fusre1	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Nectriaceae
Fusredo2	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Nectriaceae
Fusso1	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Nectriaceae
Fustr1	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Nectriaceae
Fustri1	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Nectriaceae
Fusven1	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Nectriaceae
Galgeo1	Ascomycota	Saccharomycotina	Saccharomycetes	Saccharomycetales	Dipodascaceae
Gelte1	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariales	Sordariaceae
Glonio1	Ascomycota	Pezizomycotina	Dothideomycetes	Hysteriales	Hysteriaceae
Gnocas1	Ascomycota	Pezizomycotina	Sordariomycetes	Diaporthales	Gnomoniaceae
Gymau1	Ascomycota	Pezizomycotina	Eurotiomycetes	Onygenales	Gymnoascaceae
Gymci1_1	Ascomycota	Pezizomycotina	Eurotiomycetes	Onygenales	Gymnoascaceae
Gyresc1	Ascomycota	Pezizomycotina	Pezizomycetes	Pezizales	Discinaceae
Gyrinf1	Ascomycota	Pezizomycotina	Pezizomycetes	Pezizales	Discinaceae
HelPMI846_1	Ascomycota	Pezizomycotina	Leotiomycetes	Helotiales	Incertae sedis
Helsp1	Ascomycota	Pezizomycotina	Leotiomycetes	Helotiales	Incertae sedis
Herpot1_1	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Melanommataceae
Horac1	Ascomycota	Pezizomycotina	Dothideomycetes	Dothideales	Incertae sedis
Hyafin1	Ascomycota	Pezizomycotina	Leotiomycetes	Helotiales	Hyaloscyphaceae
Hymvar1	Ascomycota	Pezizomycotina	Leotiomycetes	Helotiales	Helotiaceae
Hypvin2	Ascomycota	Pezizomycotina	Sordariomycetes	Xylariales	Hypoxylaceae
Hypvoc1	Ascomycota	Pezizomycotina	Sordariomycetes	Xylariales	Xylariaceae
IlyPMI658_1	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Nectriaceae
Ilyeu1	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Nectriaceae
Ilyro1	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Bionectriaceae
Ilyrob1	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Nectriaceae
Jahaq1	Ascomycota	Pezizomycotina	Dothideomycetes	Jahnulales	Jahnulaceae
Kalbru1	Ascomycota	Pezizomycotina	Pezizomycetes	Pezizales	Morchellaceae
Kalpfe1	Ascomycota	Pezizomycotina	Pezizomycetes	Pezizales	Pezizaceae
Karrh1	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Montagnulaceae
Khuory1	Ascomycota	Pezizomycotina	Sordariomycetes	Trichosphaeriales	Trichosphaeriaceae
Krezon1	Ascomycota	Pezizomycotina	Sordariomycetes	Xylariales	Xylariaceae
Lacsu1	Ascomycota	Pezizomycotina	Leotiomycetes	Helotiales	Lachnaceae
Lashi1	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariales	Lasiosphaeriaceae
Lashir1	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariales	Lasiosphaeriaceae
Lasmin1	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariales	Lasiosphaeriaceae
Lasov1	Ascomycota	Pezizomycotina	Sordariomycetes	Sordariales	Lasiosphaeriaceae
LecAK0013_1	Ascomycota	Pezizomycotina	Sordariomycetes	Coniochaetales	Coniochaetaceae
Lecmu1	Ascomycota	Pezizomycotina	Sordariomycetes	Hypocreales	Cordycipitaceae
Lenfl1	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Lentitheciaceae
Lepmi1	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Leptosphaeriaceae
Lepor2	Ascomycota	Pezizomycotina	Leotiomycetes	Helotiales	Incertae sedis
Leppa1	Ascomycota	Pezizomycotina	Dothideomycetes	Incertae sedis	Argynnaceae
Leptod1	Ascomycota	Pezizomycotina	Leotiomycetes	Helotiales	Incertae sedis
Leuca1	Ascomycota	Pezizomycotina	Pezizomycetes	Pezizales	Helvellaceae
Linin1	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Lindgomycetaceae
Linrh1	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Fenestellaceae
Linth1	Ascomycota	Pezizomycotina	Sordariomycetes	Lulworthiales	Lulworthiaceae
Lizem1	Ascomycota	Pezizomycotina	Dothideomycetes	Incertae sedis	Pseudoperisporiaceae
Lolmi1	Ascomycota	Pezizomycotina	Sordariomycetes	Diaporthales	Diaporthaceae
Lophiu1	Ascomycota	Pezizomycotina	Dothideomycetes	Mytilinidiales	Mytilinidiaceae
Lopma1	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Lophiostomataceae
Lopmy1	Ascomycota	Pezizomycotina	Dothideomycetes	Mytilinidiales	Mytilinidiaceae
Lopni1	Ascomycota	Pezizomycotina	Leotiomycetes	Rhytismatales	Rhytismataceae
Lopnit1_1	Ascomycota	Pezizomycotina	Leotiomycetes	Rhytismatales	Rhytismataceae
Lopnu1	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Incertae sedis
Loppic1	Ascomycota	Pezizomycotina	Leotiomycetes	Rhytismatales	Rhytismataceae
Lorju1	Ascomycota	Pezizomycotina	Leotiomycetes	Helotiales	Loramycetaceae
Lorma1	Ascomycota	Pezizomycotina	Leotiomycetes	Helotiales	Loramycetaceae
Macan1	Ascomycota	Pezizomycotina	Dothideomycetes	Pleosporales	Diademaceae
Macpha1	Ascomycota	Pezizomycotina	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae
